"","Title","Genres","Review Rating"
"1230","Capture Kill Release (2016)","Drama| Horror| Thriller",5.2
"1231","Mr. Jones (2013)","Drama| Horror| Thriller",4.7
"1232","Proxy (2013)","Drama| Horror| Thriller",5.7
"1233","Girls Against Boys (2012)","Drama| Horror| Thriller",4.8
"1234","Quarries (2016)","Drama| Horror| Thriller",4.6
"1235","The Binding (2016)","Drama| Horror| Thriller",5.4
"1236","Eat (2014)","Drama| Horror| Thriller",4.9
"1237","What lies within (2014)","Drama| Horror| Thriller",5.3
"1238","Mischief Night (2013)","Drama| Horror| Thriller",4.6
"1239","Strangers Within (2017)","Drama| Horror| Thriller",4.4
"1240","Vampire (2011)","Drama| Horror| Thriller",5.4
"1241","The Unraveling (2015)","Drama| Horror| Thriller",6.5
"1242","Shrew's Nest (2014)","Drama| Horror| Thriller",6.7
"1243","III: The Ritual (2015)","Drama| Horror| Thriller",5
"1244","Ratter (2015)","Drama| Horror| Thriller",4.6
"1245","The Lesson (2015)","Drama| Horror| Thriller",4.3
"1246","Arbor Demon (2016)","Drama| Horror| Thriller",4.1
"1247","Dark Was the Night (2014)","Drama| Horror| Thriller",5.6
"1248","The Seasoning House (2012)","Drama| Horror| Thriller",6.1
"1249","We Go On (2016)","Drama| Horror| Thriller",5.8
"1250","Whispers (2015)","Drama| Horror| Thriller",6.7
"1251","Cruel Summer (2016)","Drama| Horror| Thriller",5.7
"1252","Burning Bright (2010)","Drama| Horror| Thriller",5.9
"1253","The Final (2010)","Drama| Horror| Thriller",5.4
"1254","The Boy (2015)","Drama| Horror| Thriller",5.5
"1255","The Grinn (2017)","Drama| Horror| Thriller",5.2
"1256","Jug Face (2013)","Drama| Horror| Thriller",5.2
"1257","The Promise (2017)","Drama| Horror| Thriller",6.8
"1258","Blood Brothers (2015)","Drama| Horror| Thriller",3.6
"1259","Angelica (2015)","Drama| Horror| Thriller",6.1
"1260","Contracted: Phase II (2015)","Drama| Horror| Thriller",5.1
"1261","The Lost Tree (2016)","Drama| Horror| Thriller",7.8
"1262","The Last Exorcism Part II (2013)","Drama| Horror| Thriller",4
"1263","The Atoning (2017)","Drama| Horror| Thriller",4.1
"1264","Berberian Sound Studio (2012)","Drama| Horror| Thriller",6.2
"1265","Alena (2015)","Drama| Horror| Thriller",5.7
"1266","Shut In (2016)","Drama| Horror| Thriller",4.7
"1267","Knock Knock (2015)","Drama| Horror| Thriller",4.9
"1268","Devil's Whisper (2017)","Drama| Horror| Thriller",6.8
"1269","The Woman in Black 2: Angel of Death (2014)","Drama| Horror| Thriller",4.9
"1270","Backcountry (2014)","Drama| Horror| Thriller",6
"1271","The Disappointments Room (2016)","Drama| Horror| Thriller",3.9
"1272","Martyrs (2015)","Drama| Horror| Thriller",4
"1273","The Girl with All the Gifts (2016)","Drama| Horror| Thriller",6.7
"1274","Open Water 3: Cage Dive (2017)","Drama| Horror| Thriller",4.1
"1275","I Am Not a Serial Killer (2016)","Drama| Horror| Thriller",6.2
"1276","The Veil (2016)","Drama| Horror| Thriller",4.7
"1277","The Shallows (2016)","Drama| Horror| Thriller",6.3
"1278","House at the End of the Street (2012)","Drama| Horror| Thriller",5.6
"1279","Contracted (2013)","Drama| Horror| Thriller",5.3
"1280","Marrowbone (2017)","Drama| Horror| Thriller",5.9
"1281","We Are What We Are (2013)","Drama| Horror| Thriller",5.9
"1282","Devil's Deal (2013)","Drama| Horror| Thriller| Western",2.6
"1283","Wait Till Helen Comes (2016)","Family| Fantasy| Horror| Thriller",5.1
"1284","Dream Nightmare (2016)","Fantasy| Horror",8
"1285","Judas Ghost (2013)","Fantasy| Horror",4.8
"1286","Unlucky Charms (2013)","Fantasy| Horror",4.2
"1287","The Dead Matter (2010)","Fantasy| Horror",3.4
"1288","The Eschatrilogy: Book of the Dead (2012)","Fantasy| Horror",5.2
"1289","Ciaran the Demon Hunter (2016)","Fantasy| Horror",6.9
"1290","Dark Waves (2015)","Fantasy| Horror",4.3
"1291","Cult of the Vampire (2016)","Fantasy| Horror",6.5
"1292","Little Red Riding Hood (2015)","Fantasy| Horror",1.6
"1293","Evil Dead (2013)","Fantasy| Horror",6.5
"1294","Blood of the Tribades (2016)","Fantasy| Horror",7
"1295","The Coven (2015)","Fantasy| Horror",2.1
"1296","Axe Giant: The Wrath of Paul Bunyan (2013)","Fantasy| Horror",3.6
"1297","Deep Dark (2015)","Fantasy| Horror",5
"1298","Errementari (2017)","Fantasy| Horror",6.7
"1299","Horsehead (2014)","Fantasy| Horror",4.9
"1300","Tokyo Vampire Hotel (2017)","Fantasy| Horror",6.2
"1301","The Redwood Massacre (2014)","Fantasy| Horror",3.8
"1302","Scrawl (2015)","Fantasy| Horror",6.8
"1303","Good Manners (2017)","Fantasy| Horror",6.9
"1304","All Cheerleaders Die (2013)","Fantasy| Horror",5.1
"1305","Tigers Are Not Afraid (2017)","Fantasy| Horror",7.4
"1306","Leprechaun: Origins (2014)","Fantasy| Horror",3.3
"1307","Baskin (2015)","Fantasy| Horror",5.8
"1308","Reel Nightmare (2017)","Fantasy| Horror| Mystery",3.8
"1309","Rows (2015)","Fantasy| Horror| Mystery",4.2
"1310","The Forbidden Girl (2013)","Fantasy| Horror| Mystery",3.5
"1311","Alice: Boy from Wonderland (2015)","Fantasy| Horror| Mystery| Romance",6.6
"1312","Zero (2016)","Fantasy| Horror| Mystery| Romance",6.6
"1313","Trailers (2016)","Fantasy| Horror| Mystery| Sci-Fi",7.1
"1314","Ghosts in the Machine (2016)","Fantasy| Horror| Mystery| Sci-Fi",3.7
"1315","Berlin: Part 1 (2016)","Fantasy| Horror| Mystery| Sci-Fi| Thriller",7.5
"1316","Phantasmagoria (2014)","Fantasy| Horror| Mystery| Thriller",4.2
"1317","Phantom of the Theatre (2016)","Fantasy| Horror| Mystery| Thriller",5.1
"1318","Painless (2012)","Fantasy| Horror| Mystery| Thriller",6.2
"1319","Ripper (2016)","Fantasy| Horror| Mystery| Thriller",2.6
"1320","Hypersomnia (2016)","Fantasy| Horror| Mystery| Thriller",4.8
"1321","Styria (2014)","Fantasy| Horror| Mystery| Thriller",6.8
"1322","Come Back to Me (2014)","Fantasy| Horror| Mystery| Thriller",5.9
"1323","The Curse of Sleeping Beauty (2016)","Fantasy| Horror| Mystery| Thriller",4.3
"1324","A Christmas Horror Story (2015)","Fantasy| Horror| Mystery| Thriller",5.7
"1325","Cord (2015)","Fantasy| Horror| Romance| Sci-Fi",5
"1326","Z.A.N. (2017)","Fantasy| Horror| Sci-Fi",5
"1327","Another (2014)","Fantasy| Horror| Sci-Fi",2.8
"1328","The Labyrinth (2017)","Fantasy| Horror| Sci-Fi",7.4
"1329","Bad Blood: The Movie (2016)","Fantasy| Horror| Sci-Fi",4.3
"1330","Psychedelia (2016)","Fantasy| Horror| Sci-Fi| Thriller",8.6
"1331","The Brides of Sodom (2013)","Fantasy| Horror| Sci-Fi| Thriller",2.6
"1332","Puppet Master: Axis Termination (2017)","Fantasy| Horror| Sci-Fi| War",5.6
"1333","Apparition (2015)","Fantasy| Horror| Thriller",4
"1334","The Flaying (2012)","Fantasy| Horror| Thriller",4.9
"1335","The Devil Lives Here (2015)","Fantasy| Horror| Thriller",5.4
"1336","Monsterland (2016)","Fantasy| Horror| Thriller",4.6
"1337","Orgy of the Damned (2010)","Fantasy| Horror| Thriller",5.7
"1338","Lilith's Awakening (2016)","Fantasy| Horror| Thriller",6.5
"1339","Nightscape (2012)","Fantasy| Horror| Thriller",3
"1340","Harbinger (2015)","Fantasy| Horror| Thriller",5.1
"1341","The Second Coming (2014)","Fantasy| Horror| Thriller",4.8
"1342","Afterimages (2014)","Fantasy| Horror| Thriller",5.2
"1343","Tall Men (2016)","Fantasy| Horror| Thriller",3.4
"1344","Death Factory (2014)","Fantasy| Horror| Thriller",3.4
"1345","Tales of Poe (2014)","Fantasy| Horror| Thriller",6.8
"1346","House of Last Things (2013)","Fantasy| Horror| Thriller",6.2
"1347","Der Samurai (2014)","Fantasy| Horror| Thriller",5.7
"1348","Evangeline (2013)","Fantasy| Horror| Thriller",3.7
"1349","The Drownsman (2014)","Fantasy| Horror| Thriller",4.1
"1350","Compulsion (2016)","Fantasy| Horror| Thriller",6.4
"1351","Fire City: End of Days (2015)","Fantasy| Horror| Thriller",4.9
"1352","Wish Upon (2017)","Fantasy| Horror| Thriller",5.1
"1353","Anomalous (2016)","Fantasy| Horror| Thriller",4.5
"1354","Southbound (2015)","Fantasy| Horror| Thriller",5.9
"1355","Ludo (2015)","Fantasy| Horror| Thriller",3.2
"1356","Temple (2017)","History| Horror",3.7
"1357","Ascent to Hell (2014)","History| Horror| Thriller",5.1
"1358","The Strange House (2015)","Horror",5.3
"1359","When Death Calls (2012)","Horror",5.9
"1360","Zombie Resurrection (2014)","Horror",2.7
"1361","Devil's Tower (2014)","Horror",3.4
"1362","Before Dawn (2013)","Horror",4.7
"1363","2: Voodoo Academy (2012)","Horror",4.5
"1364","Return of the Killer Shrews (2012)","Horror",2.7
"1365","Septic Man (2013)","Horror",4.1
"1366","The Perfect House (2013)","Horror",4.3
"1367","Her Cry: La Llorona Investigation (2013)","Horror",5.4
"1368","The Canadoo (2016)","Horror",4
"1369","Hellriser (2017)","Horror",5
"1370","Haunted House on Sorority Row (2014)","Horror",5.6
"1371","Miss Zombie (2013)","Horror",6.3
"1372","Fatal Frame (2014)","Horror",5.8
"1373","Visceral: Entre las cuerdas de la locura (2012)","Horror",5.4
"1374","The Ouija Exorcism (2015)","Horror",2.1
"1375","Scars (2016)","Horror",3.9
"1376","Legend Has It (2009)","Horror",4.1
"1377","Sociopathia (2015)","Horror",4.3
"1378","Dabbe: Bir Cin Vakasi (2012)","Horror",6.3
"1379","La Niña de la Mina (2016)","Horror",3.8
"1380","Beneath the Old Dark House (2015)","Horror",6.5
"1381","The Tale of the Voodoo Prostitute (2012)","Horror",4.1
"1382","Necrophile Passion (2013)","Horror",3.1
"1383","Killer Campout (2017)","Horror",5.8
"1384","Pinwheel (2017)","Horror",4.7
"1385","Dead Walkers: Rise of the 4th Reich (2013)","Horror",1.4
"1386","Demon Tongue (2016)","Horror",2.3
"1387","House with 100 Eyes (2013)","Horror",4.6
"1388","3 A.M. 3D: Part 2 (2014)","Horror",5.1
"1389","Visitantes (2014)","Horror",4.9
"1390","Dracula 2012 (2013)","Horror",2.5
"1391","Bad Building (2015)","Horror",3
"1392","Bunni (2013)","Horror",4.2
"1393","Paranoia Tapes (2017)","Horror",4.7
"1394","My Boo (2013)","Horror",4.3
"1395","Clash of the Dead (2015)","Horror",3.3
"1396","The Lurking (2015)","Horror",6
"1397","Grindsploitation 2: The Lost Reels (2016)","Horror",7.3
"1398","Ghost (2012)","Horror",2.3
"1399","Skookum: The Hunt for Bigfoot (2016)","Horror",5.3
"1400","Home Video (2015)","Horror",2.3
"1401","E19 Virus (2017)","Horror",2.4
"1402","The Curse of Doctor Wolffenstein (2015)","Horror",5.1
"1403","Dark Roads 79 (2017)","Horror",6.7
"1404","Everyone Must Die! (2012)","Horror",4.6
"1405","The Haunting of Ellie Rose (2015)","Horror",2.7
"1406","Hazard Jack (2014)","Horror",2.7
"1407","The Cutting Room (2015)","Horror",3.9
"1408","Cementerio General 2 (2016)","Horror",3.1
"1409","The Blood Harvest (2016)","Horror",3.7
"1410","Bodies (2016)","Horror",4.5
"1411","Diggeri (2016)","Horror",4
"1412","The Legend of Wasco (2015)","Horror",2.8
"1413","Scream Park (2012)","Horror",4.2
"1414","Secret Santa (2015)","Horror",6.1
"1415","Silent Night, Bloody Night: The Homecoming (2013)","Horror",4.5
"1416","Corpse Party (2015)","Horror",5
"1417","Ceberrut (2016)","Horror",3.3
"1418","Preston Castle (2014)","Horror",3.7
"1419","Tales from the Dark 1 (2013)","Horror",5.6
"1420","Swamp Freak (2017)","Horror",2.9
"1421","The Evil Inside (2011)","Horror",3.7
"1422","Varsity Blood (2014)","Horror",3.9
"1423","The Devil's Woods (2015)","Horror",3.2
"1424","Vamp Bikers Dos (2015)","Horror",7.2
"1425","The Fiancé (2016)","Horror",3.6
"1426","Dark Feed (2013)","Horror",3.3
"1427","Blood Redd (2015)","Horror",2.8
"1428","Chudail Story (2016)","Horror",2.9
"1429","The Devil's Business (2011)","Horror",5.3
"1430","Return of the Dead (2016)","Horror",6.5
"1431","Exhume (2017)","Horror",5.8
"1432","Los inocentes (2013)","Horror",4.6
"1433","Decay (2012)","Horror",3.8
"1434","Scarred (2013)","Horror",5.1
"1435","Atelophobia (2015)","Horror",7.7
"1436","Alien Domicile (2017)","Horror",3.9
"1437","There Are Monsters (2013)","Horror",5.1
"1438","Ghost Theater (2015)","Horror",4.9
"1439","Death-Scort Service (2015)","Horror",5.9
"1440","Party Night (2017)","Horror",7.7
"1441","American Guinea Pig: Sacrifice (2017)","Horror",7
"1442","The Pool (2014)","Horror",5.5
"1443","P.O.E.: Project of Evil (2012)","Horror",3
"1444","Slasher House (2012)","Horror",3.6
"1445","Cin Kuyusu (2015)","Horror",5.9
"1446","Wake the Dead (2017)","Horror",5.2
"1447","Hooker with a Hacksaw (2017)","Horror",5.4
"1448","Slaughter Daughter (2012)","Horror",4.4
"1449","Sargad (2017)","Horror",7.8
"1450","Scream: Generations (2012)","Horror",7.1
"1451","Sadako 2 3D (2013)","Horror",4.7
"1452","The Door (2014)","Horror",4.5
"1453","Üç Harfliler 2: Hablis (2015)","Horror",3.3
"1454","Black Forest (2015)","Horror",4.4
"1455","Trophy Heads (2014)","Horror",5
"1456","Tales from the Dark Part 2 (2013)","Horror",5.6
"1457","Speed Demons (2012)","Horror",4.3
"1458","The Demonic Tapes (2017)","Horror",4.2
"1459","The Beckoning (2013)","Horror",5.8
"1460","Molly Crows (2013)","Horror",7.3
"1461","Creepers (2014)","Horror",5.8
"1462","Rum (2017)","Horror",5.3
"1463","Spell (2014)","Horror",5
"1464","Lady Psycho Killer (2015)","Horror",7.7
"1465","Phantom of the Opera (2014)","Horror",3.3
"1466","Wewe (2015)","Horror",5.9
"1467","3rd Night (2017)","Horror",6.9
"1468","Amityville: Vanishing Point (2016)","Horror",3.6
"1469","Ouija: Game Never Ends (2015)","Horror",8.3
"1470","Creature Feature (2015)","Horror",4
"1471","Terror 5 (2016)","Horror",4.6
"1472","Hot Tub Party Massacre (2016)","Horror",4.4
"1473","The Sleeping Room (2014)","Horror",4.5
"1474","Collar (2014)","Horror",4.7
"1475","6 Days Dark (2014)","Horror",4.1
"1476","Sivalinga (2017)","Horror",4.8
"1477","Vlad's legacy (2016)","Horror",5.3
"1478","The Dead 2: India (2013)","Horror",5.2
"1479","Cult (2013)","Horror",5.3
"1480","Skeleton Krew (2015)","Horror",2.4
"1481","Spo0K (2013)","Horror",4.5
"1482","Eaters (2015)","Horror",2.7
"1483","The Black Death (2015)","Horror",5.2
"1484","Laundry Man (2016)","Horror",4.2
"1485","Children of Sorrow (2012)","Horror",4.3
"1486","The Slender Man (2013)","Horror",3.8
"1487","Proof of the Devil (2014)","Horror",3
"1488","The Noise (2015)","Horror",5.7
"1489","Zombie Isle (2014)","Horror",2.7
"1490","Shake Rattle & Roll XV (2014)","Horror",6.1
"1491","Haunted (2013)","Horror",3.7
"1492","The Ouija Possession (2016)","Horror",2.2
"1493","The Pyramid (2013)","Horror",5.8
"1494","Blood Runs Cold (2011)","Horror",4.1
"1495","Monster Pool: Chapter Two (2016)","Horror",7.1
"1496","Tales from the Campfire (2017)","Horror",9
"1497","Fridge (2012)","Horror",4.3
"1498","Ebola Zombies (2015)","Horror",2.8
"1499","Female Werewolf (2015)","Horror",2.6
"1500","Infliction (2014)","Horror",6.9
"1501","She Was So Pretty (2016)","Horror",4
"1502","The Amityville Legacy (2016)","Horror",3.2
"1503","Axeman (2013)","Horror",3.2
"1504","Sumpahan kum kum (2012)","Horror",8.9
"1505","Last Breath (2010)","Horror",3.9
"1506","A Blood Story (2015)","Horror",3.9
"1507","Valley of the Witch (2014)","Horror",5
"1508","Encounter (2016)","Horror",3.8
"1509","Catalina (2016)","Horror",3.3
"1510","Dracula: Reborn (2012)","Horror",3.5
"1511","She Wolf Rising (2016)","Horror",3.3
"1512","The Cemetery (2013)","Horror",4
"1513","Forest of the Vampire (2016)","Horror",2.9
"1514","Pinup Dolls on Ice (2013)","Horror",3.9
"1515","B.C. Butcher (2016)","Horror",3.4
"1516","Hell Fire (2015)","Horror",3.6
"1517","4426 (2016)","Horror",7.8
"1518","You Better Watch Out! (2013)","Horror",8
"1519","Poltergeist Activity (2015)","Horror",3.3
"1520","Asylum, the Lost Footage (2013)","Horror",4.8
"1521","Dead Men Tell No Tales (2016)","Horror",8.4
"1522","Rape Zombie: Lust of the Dead 3 (2013)","Horror",4.1
"1523","Vamp Bikers Tres (2016)","Horror",7.2
"1524","Visceral: Entre las cuerdas de la locura (2012)","Horror",5.4
"1525","Morbid (2013)","Horror",5.2
"1526","The Ecstasy of Isabel Mann (2012)","Horror",4.7
"1527","Üç Harfliler 3: Karabüyü (2016)","Horror",7.4
"1528","Nailbiter (2013)","Horror",4.3
"1529","The Burning Dead (2015)","Horror",2.2
"1530","Amityville: No Escape (2016)","Horror",4
"1531","Stab 6: Ghostface Returns (2012)","Horror",7.5
"1532","Colour from the Dark (2008)","Horror",4.7
"1533","Horror Stories (2012)","Horror",5.7
"1534","Séance (2006)","Horror",4.7
"1535","Perdidos (2014)","Horror",4.2
"1536","Secreto Matusita (2014)","Horror",5.2
"1537","México Bárbaro II (2017)","Horror",5.5
"1538","Munafik (2016)","Horror",7.3
"1539","Wolf House (2016)","Horror",2.8
"1540","House in the Alley (2012)","Horror",6.3
"1541","The Hospital 2 (2015)","Horror",1.9
"1542","Speak No Evil (2013)","Horror",3.7
"1543","Raised by Wolves (2014)","Horror",3.8
"1544","Cryptic Plasm (2015)","Horror",5.9
"1545","The Revenant (2012)","Horror",6.5
"1546","Infernal (2015)","Horror",3.2
"1547","Mansion of Blood (2015)","Horror",4.8
"1548","Torture Chamber (2013)","Horror",3.1
"1549","Cementerio General (2013)","Horror",3.7
"1550","The Trick or Treaters (2016)","Horror",5.4
"1551","Dabbe: Zehr-i Cin (2014)","Horror",6.4
"1552","Dora (2017)","Horror",5.5
"1553","Rape Zombie: Lust of the Dead (2012)","Horror",3.9
"1554","Bath Salt Zombies (2013)","Horror",3.1
"1555","The Basement (2015)","Horror",7.8
"1556","Riddle Room (2016)","Horror",3.1
"1557","Monsters in the Woods (2012)","Horror",2.2
"1558","Blood Widow (2014)","Horror",2.9
"1559","Siccîn (2014)","Horror",6.4
"1560","Curse of the Phoenix (2014)","Horror",6.2
"1561","Volumes of Blood: Horror Stories (2016)","Horror",4.8
"1562","Evil Things (2012)","Horror",3.5
"1563","Mountain Devil (2017)","Horror",3.2
"1564","Snow White: A Deadly Summer (2012)","Horror",2.2
"1565","Blood Shed (2014)","Horror",2.9
"1566","Hunters (2016)","Horror",3.4
"1567","Ballet of Blood (2015)","Horror",2.6
"1568","American Guinea Pig: Bloodshock (2015)","Horror",5.5
"1569","Toolbox Murders 2 (2013)","Horror",3.1
"1570","Boots on the Ground (2017)","Horror",8
"1571","Horror House (2012)","Horror",5.1
"1572","Wax (2014)","Horror",3.9
"1573","Model Hunger (2016)","Horror",5.4
"1574","Self Storage (2013)","Horror",3.2
"1575","The Vatican Exorcisms (2013)","Horror",2.5
"1576","Monster X (2017)","Horror",4.6
"1577","In a Lonely Place (2016)","Horror",6.2
"1578","Greatful Dead (2013)","Horror",6.5
"1579","Delirium (2015)","Horror",3
"1580","8989 Redstone (2016)","Horror",4.9
"1581","Innocent Curse (2017)","Horror",5.1
"1582","3 Scream Queens (2014)","Horror",5.7
"1583","Ghost Witch (2015)","Horror",4.9
"1584","Overwatch (2016)","Horror",7.3
"1585","Km 31-2 (2016)","Horror",3.9
"1586","Army of the Damned (2013)","Horror",3.8
"1587","Neighbours (2014)","Horror",3.7
"1588","Pagpag: Siyam na buhay (2013)","Horror",5.8
"1589","The Warning (2012)","Horror",2.8
"1590","The Reverend (2011)","Horror",4.3
"1591","Cabin of Horror (2015)","Horror",4.9
"1592","The Small Woman in Grey (2017)","Horror",9.5
"1593","Witchcraft 15: Blood Rose (2016)","Horror",4
"1594","Werewolf Rising (2014)","Horror",2.3
"1595","Evil in Her (2017)","Horror",3.5
"1596","Escaping the Dead (2017)","Horror",7.3
"1597","Bloody Homecoming (2013)","Horror",3.6
"1598","Ao oni (2014)","Horror",4.3
"1599","Hitchhiker Massacre (2017)","Horror",7.4
"1600","Michael Myers: Absolute Evil (2016)","Horror",8.3
"1601","Take 2: The Audition (2015)","Horror",9.3
"1602","Gorenos (2016)","Horror",6.1
"1603","Exit 14 (2016)","Horror",3.8
"1604","Pig Girl (2014)","Horror",6.8
"1605","Dreaming Purple Neon (2016)","Horror",7.7
"1606","X Moor (2014)","Horror",3.9
"1607","Rockabilly Zombie Weekend (2013)","Horror",3.7
"1608","Bangunan (2015)","Horror",6.5
"1609","Morituris (2011)","Horror",4
"1610","Darkside Witches (2015)","Horror",4.7
"1611","Ilawod (2017)","Horror",7.2
"1612","Cat Sick Blues (2015)","Horror",5.6
"1613","Asylum (2014)","Horror",2.6
"1614","Local God (2014)","Horror",5.9
"1615","Sickle (2015)","Horror",5.8
"1616","The Debutantes (2017)","Horror",5
"1617","Transhuman (2017)","Horror",4.4
"1618","Shock (2016)","Horror",3.4
"1619","Accidental Exorcist (2016)","Horror",4.1
"1620","Voices from the Grave (2014)","Horror",4.1
"1621","Souleater (2017)","Horror",6.1
"1622","Theatre of Fear (2014)","Horror",3.9
"1623","Conjoined (2013)","Horror",6.4
"1624","Afterparty (2013)","Horror",3.8
"1625","Aadupuliyattam (2016)","Horror",4.2
"1626","Safe Inside (2017)","Horror",5
"1627","The Biker Warrior Babe vs. The Zombie Babies from Hell (2014)","Horror",3.6
"1628","Bloody Snow (2016)","Horror",3.2
"1629","Tin Can Man (2007)","Horror",6.5
"1630","Die Die Delta Pi (2013)","Horror",4.2
"1631","Return to Blood Fart Lake (2012)","Horror",4.5
"1632","Dead End 2 (2016)","Horror",5.7
"1633","Buy Now, Die Later (2015)","Horror",5.3
"1634","Strasek, der Vampir (1982)","Horror",3.2
"1635","Goose Bumps: The Movie (2012)","Horror",6.1
"1636","Demon Legacy (2014)","Horror",3.4
"1637","Ghostfinders (2015)","Horror",3.4
"1638","Hole in the Wall (2014)","Horror",4.3
"1639","Rape Zombie: Lust of the Dead 2 (2013)","Horror",4.1
"1640","Crazy Murder (2014)","Horror",5.1
"1641","Tunnel (2014)","Horror",5.2
"1642","Seklusyon (2016)","Horror",6.8
"1643","Tai Hong 2 (2014)","Horror",4.9
"1644","I wish I wish (2016)","Horror",8.4
"1645","Ghost Rituals (2014)","Horror",5.3
"1646","Blood on Méliès' Moon (2016)","Horror",5.5
"1647","Maya (2015)","Horror",6.8
"1648","Disciples (2014)","Horror",2.1
"1649","Exscind (2016)","Horror",3.2
"1650","Wonder Valley (2015)","Horror",4.7
"1651","Binhi (2015)","Horror",4.2
"1652","The Brain Hunter (2013)","Horror",7.3
"1653","Evil Souls (2015)","Horror",2.7
"1654","Night Kaleidoscope (2017)","Horror",4.5
"1655","Dracula A.D. 2015 (2015)","Horror",8.4
"1656","Abed (2012)","Horror",6.5
"1657","Bill Huckstabelle: Serial Rapist (2015)","Horror",5.9
"1658","Christmas Cruelty! (2013)","Horror",6.3
"1659","Serial Kaller (2014)","Horror",4.4
"1660","Tuyul: Part 1 (2015)","Horror",6.3
"1661","Creepy Campfire Stories (2015)","Horror",4.7
"1662","Mummy Save Me (2016)","Horror",7.1
"1663","Evil Exhumed (2016)","Horror",2.8
"1664","Seekers (2016)","Horror",3.1
"1665","Alone in the Ghost House (2015)","Horror",5.1
"1666","Fall of Grace (2017)","Horror",8.2
"1667","Club Dead (2015)","Horror",3.4
"1668","Rumah kentang (2012)","Horror",6.1
"1669","O Sthree Repu Raa (2016)","Horror",4.6
"1670","Community Service the Movie (2012)","Horror",6
"1671","Empire State of the Dead (2016)","Horror",5.7
"1672","The Last Halloween (2014)","Horror",7.2
"1673","Rudyard Kipling's Mark of the Beast (2012)","Horror",5.2
"1674","7 Faces of Jack the Ripper (2014)","Horror",3.4
"1675","Frostbite (2013)","Horror",4.2
"1676","Zlo (2012)","Horror",4.8
"1677","Mad Mutilator (1983)","Horror",4.4
"1678","Abolition (2011)","Horror",4.7
"1679","Hyde's Secret Nightmare (2011)","Horror",5.8
"1680","Cheerleader Camp: To the Death (2014)","Horror",3.5
"1681","Singular Cay (2012)","Horror",3.5
"1682","The Incredible Truth (2013)","Horror",3.7
"1683","The Complex (2013)","Horror",5.2
"1684","Queen of Blood (2014)","Horror",5.2
"1685","Zombie Mutation (2012)","Horror",6.6
"1686","Paranormal Sex Tape (2016)","Horror",2.5
"1687","Poltergeist Encounters (2016)","Horror",3.3
"1688","The Lurking (2015)","Horror",6
"1689","The Last Revenants (2017)","Horror",5.6
"1690","Kill That Bitch (2014)","Horror",4.7
"1691","Deadly Waters (2015)","Horror",4.7
"1692","The Power (2015)","Horror",6.5
"1693","A Dark Place Inside (2014)","Horror",4.1
"1694","A Haunting at the Rectory (2015)","Horror",3.5
"1695","Furry Nights (2016)","Horror",8.2
"1696","Morgana (2012)","Horror",3.7
"1697","Red Summer (2017)","Horror",6.4
"1698","The Rooms (2014)","Horror",5.7
"1699","Sledge (2014)","Horror",4.6
"1700","Red Christmas (2014)","Horror",6.1
"1701","Death-Scort Service Part 2: The Naked Dead (2017)","Horror",5.2
"1702","Hana-Dama: The Origins (2014)","Horror",5.5
"1703","Socialistický Zombi Mord (2014)","Horror",6
"1704","A Touch Unseen (2014)","Horror",5.2
"1705","House of Whores (2015)","Horror",7.5
"1706","Realm of Souls (2013)","Horror",4.5
"1707","Silent Night, Bloody Night 2: Revival (2015)","Horror",3.5
"1708","The Devils Door (2016)","Horror",8.2
"1709","No 46 (2016)","Horror",4.4
"1710","Vampire Clay (2017)","Horror",5.9
"1711","Dead Stop (2011)","Horror",6.1
"1712","Andrey Iskanov's Visions of Suffering: Uroboros (2016)","Horror",7.9
"1713","Mythily Veendum Varunnu (2017)","Horror",3.2
"1714","The Possessed (2016)","Horror",6.9
"1715","Scarewaves (2014)","Horror",5
"1716","The Couple (2014)","Horror",5.8
"1717","La cripta de las condenadas: Parte II (2012)","Horror",5.8
"1718","Dawn's Early Light (2013)","Horror",7.6
"1719","Bangkok 13 Muang Kon Tai (2016)","Horror",3.8
"1720","Exorcist: The Fallen (2014)","Horror",3.4
"1721","Horror House on Highway 6 (2014)","Horror",3.9
"1722","Iron Wolf (2013)","Horror",2.6
"1723","Within These Walls (2015)","Horror",6.6
"1724","Pengantin Malam (2014)","Horror",7.7
"1725","Main Street Meats (2017)","Horror",8.1
"1726","Kidnapped Souls (2012)","Horror",4.2
"1727","The Year After Infection (2012)","Horror",4.6
"1728","Unholy Ground (2016)","Horror",6.2
"1729","Five Nights at Freddy's: The Fan Film (2016)","Horror",7.7
"1730","Shadowhunters: Devilspeak (2015)","Horror",8.1
"1731","Witchstalker (2014)","Horror",7.6
"1732","Bloody House (2016)","Horror",4.8
"1733","Threesome (2014)","Horror",6.2
"1734","Coco (2017)","Horror",8.2
"1735","Dry Blood (2017)","Horror",6.9
"1736","Amy (2013)","Horror",2
"1737","La cripta de las condenadas (2012)","Horror",5.8
"1738","The Curse (2017)","Horror",5.5
"1739","Vault of Terror II: The Undead (2015)","Horror",7.7
"1740","House of Whores 2: The Second Cumming (2016)","Horror",6.5
"1741","Bacao (2014)","Horror",6.7
"1742","Bhaangarh (2014)","Horror",6.9
"1743","Zombie Hood (2013)","Horror",4.4
"1744","The Paranormal Diaries: Clophill (2013)","Horror",3.6
"1745","Love Scars (2017)","Horror",4.9
